pl	lx	note
Ty partykuła posiadania/określenia nie lubić.	nio zhai nin-se.	synthetic
Jeśli on/ona jeść rozmiar, on/ona pić woda.	jiao cou ji ce-dian, cou ju zhe.	synthetic
Ty pić ciąć	nio ju pa mo	synthetic
Ja słuchać powrócić.	ao fu shuai-nu.	synthetic
Ja partykuła posiadania/określenia słodki.	ao zhai jun.	synthetic
Ty partykuła posiadania/określenia owocowy zapach.	nio zhai duano-meng.	synthetic
On/ona partykuła posiadania/określenia dowódca wojskowy.	cou zhai zhuai-shen.	synthetic
Ty wiedzieć tamci.	nio ga hu-dou.	synthetic
On/ona wiedzieć koral	cou ga luan-bo mo	synthetic
My negacja (nie) pić nudny.	lano daoo ju zhen-tuo.	synthetic
On/ona negacja (nie) wiedzieć ktoś.	cou daoo ga she.	synthetic
Ty negacja (nie) słuchać dobry przyjaciel.	nio daoo fu de-wu.	synthetic
Ty negacja (nie) mówić jabłko.	nio daoo bi guoo-shang.	synthetic
On/ona negacja (nie) mówić leżeć na plecach.	cou daoo bi xing-wan.	synthetic
Jeśli my jeść perła, my pić woda.	jiao lano ji kang-eng, lano ju zhe.	synthetic
On/ona jeść szanowny pan.	cou ji muo-song.	synthetic
Jeśli ty jeść średni, ty pić woda.	jiao nio ji zhi-re, nio ju zhe.	synthetic
My partykuła posiadania/określenia glina.	lano zhai la-sha.	synthetic
Ja wiedzieć długi	ao ga die mo	synthetic
On/ona negacja (nie) wiedzieć chleb.	cou daoo ga miano.	synthetic
My słuchać piętro, warstwa	lano fu cuo-pang mo	synthetic
Ty negacja (nie) jeść technika miecza.	nio daoo ji jie-lian.	synthetic
Ty jeść trzy	nio ji cen-cao mo	synthetic
Ja partykuła posiadania/określenia leżeć.	ao zhai jun-liu.	synthetic
Ty negacja (nie) jeść syndrom gorąca.	nio daoo ji qio-mian.	synthetic
My wiedzieć oparzenie.	lano ga ni-gu.	synthetic
Ja negacja (nie) mówić poprawność.	ao daoo bi kua-suo.	synthetic
My słuchać siła	lano fu bian-pei mo	synthetic
Jeśli on/ona jeść czcigodny (dla władców/bóstw), on/ona pić woda.	jiao cou ji si-mu, cou ju zhe.	synthetic
My partykuła posiadania/określenia odcinać.	lano zhai zeng-ai.	synthetic
On/ona negacja (nie) jeść słowo.	cou daoo ji jian-ye.	synthetic
On/ona negacja (nie) mówić przyszłość.	cou daoo bi zhao-ding.	synthetic
On/ona partykuła posiadania/określenia ukośna w lewo.	cou zhai nin-ding.	synthetic
On/ona negacja (nie) mówić szacunek.	cou daoo bi rongo-cao.	synthetic
Jeśli ty jeść pierścień, ty pić woda.	jiao nio ji bei-xiang, nio ju zhe.	synthetic
Jeśli ty jeść ksitigarbha (bodhisattwa), ty pić woda.	jiao nio ji geng-zao, nio ju zhe.	synthetic
Jeśli ty jeść płakać, łkać, ty pić woda.	jiao nio ji beio-miu, nio ju zhe.	synthetic
Jeśli ja jeść piechota, ja pić woda.	jiao ao ji bie-zhu, ao ju zhe.	synthetic
Ja negacja (nie) pić wachlarz.	ao daoo ju du-luo.	synthetic
Jeśli ty jeść osmanthus, ty pić woda.	jiao nio ji xue-yi, nio ju zhe.	synthetic
Jeśli on/ona jeść pięćdziesiąt, on/ona pić woda.	jiao cou ji gui-nin, cou ju zhe.	synthetic
My partykuła posiadania/określenia rzęsy.	lano zhai lie-nong.	synthetic
My jeść marmur	lano ji ne-cuan-wo mo	synthetic
On/ona negacja (nie) jeść nie ma za co.	cou daoo ji a-er-ma.	synthetic
My negacja (nie) słuchać dudnienie.	lano daoo fu zhuang-gua.	synthetic
My negacja (nie) mówić Pęcherz moczowy (organ TCM).	lano daoo bi seng-da.	synthetic
Jeśli on/ona jeść zamiatać podłogę, on/ona pić woda.	jiao cou ji pen-xin, cou ju zhe.	synthetic
My jeść zmęczenie.	lano ji chua-cheng.	synthetic
Jeśli my jeść żniwa, my pić woda.	jiao lano ji zhen-zhe, lano ju zhe.	synthetic
Ja partykuła posiadania/określenia tchórzostwo.	ao zhai xu-bo.	synthetic
My słuchać łączyć, jednoczyć	lano fu duo-mian mo	synthetic
On/ona negacja (nie) mówić sala przodków.	cou daoo bi ce-cao.	synthetic
Ja pić zwierzęta wymarłe.	ao ju dongo-lian.	synthetic
Ty partykuła posiadania/określenia wznieść toast.	nio zhai dao-eng.	synthetic
Ty negacja (nie) pić szacunek.	nio daoo ju rongo-cao.	synthetic
Ja mówić niemożliwy do...	ao bi qiong-chui mo	synthetic
Jeśli my jeść technika miecza, my pić woda.	jiao lano ji jie-lian, lano ju zhe.	synthetic
Ty negacja (nie) pić też.	nio daoo ju yueo.	synthetic
Ja negacja (nie) pić rząd.	ao daoo ju dai-ran.	synthetic
On/ona negacja (nie) mówić ciąć.	cou daoo bi pa.	synthetic
On/ona negacja (nie) pić przedmiot.	cou daoo ju qing-nu.	synthetic
Ja pić łączyć, jednoczyć	ao ju duo-mian mo	synthetic
Ty pić deszcz zbóż.	nio ju yuo-ben.	synthetic
Ja słuchać objaśniać	ao fu sang-pi mo	synthetic
Jeśli on/ona jeść palić kadzidło, on/ona pić woda.	jiao cou ji feng-zhuan, cou ju zhe.	synthetic
My pić starożytne Królestwo	lano ju zan-wa mo	synthetic
Jeśli my jeść jajko stulecia, my pić woda.	jiao lano ji guai-can, lano ju zhe.	synthetic
Ja wiedzieć supermarket.	ao ga shang-diao.	synthetic
Ja jeść mało.	ao ji min.	synthetic
On/ona pić złamanie	cou ju za-ru mo	synthetic
Ja słuchać niewinny	ao fu shun-diao mo	synthetic
My negacja (nie) słuchać rzeźba.	lano daoo fu ming-qi.	synthetic
On/ona słuchać plac	cou fu nang-xuan mo	synthetic
On/ona wiedzieć wojownik	cou ga chai-hun mo	synthetic
Jeśli on/ona jeść wachlarz, on/ona pić woda.	jiao cou ji du-luo, cou ju zhe.	synthetic
Jeśli ja jeść i, ja pić woda.	jiao ao ji lun, ao ju zhe.	synthetic
On/ona wiedzieć meteor, spadająca gwiazda	cou ga guango-sun mo	synthetic
Jeśli on/ona jeść piżama, on/ona pić woda.	jiao cou ji zhan-chong, cou ju zhe.	synthetic
Jeśli ja jeść fantazja, iluzja, ja pić woda.	jiao ao ji zan-shou, ao ju zhe.	synthetic
Ty słuchać praca domowa, zadanie	nio fu cang-jiu mo	synthetic
Jeśli on/ona jeść liść drzewa, on/ona pić woda.	jiao cou ji shen-cun, cou ju zhe.	synthetic
On/ona negacja (nie) pić perła.	cou daoo ju kang-eng.	synthetic
Ty partykuła posiadania/określenia wyspa.	nio zhai haio-mei.	synthetic
Ty negacja (nie) wiedzieć wielki Mistrz.	nio daoo ga kuai-ben.	synthetic
Ty wiedzieć żółty ziemisty	nio ga nou-gang mo	synthetic
Ja partykuła posiadania/określenia raportować, zgłaszać.	ao zhai fang-tou.	synthetic
On/ona negacja (nie) jeść hafciarka.	cou daoo ji nai-fen.	synthetic
My partykuła posiadania/określenia pociąg.	lano zhai yuan-lan.	synthetic
Ja jeść milion	ao ji bai-wan mo	synthetic
Jeśli ty jeść torba, worek, ty pić woda.	jiao nio ji cao-gou, nio ju zhe.	synthetic
On/ona negacja (nie) mówić zemścić się.	cou daoo bi mei-wu.	synthetic
On/ona partykuła posiadania/określenia latarnia.	cou zhai liu-zu.	synthetic
Jeśli ja jeść niedobór nerek, ja pić woda.	jiao ao ji sa-can, ao ju zhe.	synthetic
My negacja (nie) wiedzieć poduszka do siedzenia.	lano daoo ga zui-dan.	synthetic
Ja negacja (nie) pić hałaśliwy.	ao daoo ju kuang-hen.	synthetic
Jeśli my jeść zdolność, my pić woda.	jiao lano ji ti-de, lano ju zhe.	synthetic
On/ona negacja (nie) słuchać chodzić, iść pieszo.	cou daoo fu di-cu.	synthetic
My partykuła posiadania/określenia mało.	lano zhai min.	synthetic
My negacja (nie) słuchać strażnik, protektor.	lano daoo fu ding-sang.	synthetic
Ty pić sąsiad.	nio ju biao-huai.	synthetic
On/ona mówić ukryty smok, czający się tygrys (idiom).	cou bi tigo-ge.	synthetic
Ja negacja (nie) słuchać korygować.	ao daoo fu sa-shua.	synthetic
My mówić kciuk.	lano bi shai-lou.	synthetic
My pić kłuć, dźgać	lano ju gu-che mo	synthetic
Ja wiedzieć pierś (żeńska)	ao ga ri-xu mo	synthetic
On/ona negacja (nie) jeść tęsknić za.	cou daoo ji lei-zhen.	synthetic
Ja pić mur miejski	ao ju neng-huan mo	synthetic
My negacja (nie) pić wszyscy.	lano daoo ju cai-zheng.	synthetic
On/ona jeść 3.	cou ji cen.	synthetic
Ty negacja (nie) słuchać niebo.	nio daoo fu tiano.	synthetic
Ja pić złoto	ao ju huaio mo	synthetic
Ty negacja (nie) słuchać jakość.	nio daoo fu ming-en.	synthetic
Ja mówić ziemia orna.	ao bi diio-rui.	synthetic
Ty mówić statek, łódź.	nio bi ha-jing.	synthetic
Ja mówić tratwa.	ao bi ke-yun.	synthetic
Ty negacja (nie) jeść proces.	nio daoo ji dang-ban.	synthetic
My wiedzieć nadzieja	lano ga di-zao mo	synthetic
Ty partykuła posiadania/określenia ukryty smok, czający się tygrys (idiom).	nio zhai tigo-ge.	synthetic
Ja negacja (nie) pić delfin.	ao daoo ju haio-qiu.	synthetic
My negacja (nie) mówić wstawać.	lano daoo bi hang-nuo.	synthetic
On/ona słuchać iść szybko.	cou fu tuan-re.	synthetic
On/ona negacja (nie) słuchać pewność.	cou daoo fu sao-niang.	synthetic
Ja negacja (nie) wiedzieć nierozgarnięty.	ao daoo ga gua-bing.	synthetic
Jeśli ja jeść myć twarz, ja pić woda.	jiao ao ji cha-huai, ao ju zhe.	synthetic
Ja negacja (nie) jeść dobry przyjaciel.	ao daoo ji de-wu.	synthetic
Ja negacja (nie) pić przesilenie zimowe.	ao daoo ju qie-pu.	synthetic
On/ona negacja (nie) wiedzieć lśniący, błyszczący.	cou daoo ga diu-zhai.	synthetic
Ty negacja (nie) mówić statek, łódź.	nio daoo bi ha-jing.	synthetic
My partykuła posiadania/określenia jedwab.	lano zhai geng-xi.	synthetic
Ja negacja (nie) jeść życzę tobie.	ao daoo ji hang-xin.	synthetic
Jeśli my jeść szlachetny mąż, my pić woda.	jiao lano ji chou-zhen, lano ju zhe.	synthetic
On/ona negacja (nie) wiedzieć naprzeciwko.	cou daoo ga seng-zui.	synthetic
My pić wół	lano ju bing-wo mo	synthetic
My mówić mur miejski	lano bi neng-huan mo	synthetic
On/ona mówić klient.	cou bi nu-lin.	synthetic
Jeśli my jeść tchórzostwo, my pić woda.	jiao lano ji xu-bo, lano ju zhe.	synthetic
On/ona negacja (nie) pić ból pleców.	cou daoo ju sou-zhui.	synthetic
On/ona partykuła posiadania/określenia heijiro (imię własne).	cou zhai heijiro.	synthetic
Jeśli ja jeść władca, monarcha, ja pić woda.	jiao ao ji zhun-cui, ao ju zhe.	synthetic
My pić dzieło, utwór	lano ju juan-tuo mo	synthetic
On/ona partykuła posiadania/określenia głód.	cou zhai sen-zhua.	synthetic
Ty pić uspokojony	nio ju qian-shen mo	synthetic
Ty jeść wstawać	nio ji hang-nuo mo	synthetic
Ty negacja (nie) pić pokolenie (starsze/młodsze).	nio daoo ju jue-keng.	synthetic
Ty negacja (nie) wiedzieć armia.	nio daoo ga wu-xuan.	synthetic
My jeść liść drzewa.	lano ji shen-cun.	synthetic
Ty pić leżeć na plecach.	nio ju xing-wan.	synthetic
My pić skręcenie	lano ju mo-rua mo	synthetic
My słuchać włosy na głowie.	lano fu hen-lun.	synthetic
Ja jeść dobry przyjaciel	ao ji de-wu mo	synthetic
Ja słuchać kadzielnica.	ao fu yang-cang.	synthetic
On/ona słuchać piwonia biała	cou fu qi-chuan mo	synthetic
On/ona pić lodowaty, mroźny.	cou ju zeng-luan.	synthetic
Jeśli ja jeść makrel, ja pić woda.	jiao ao ji ran-tie, ao ju zhe.	synthetic
My pić punkt akupunkturowy.	lano ju yang-nue.	synthetic
My jeść poważnie, starannie.	lano ji tiao-ne.	synthetic
Jeśli on/ona jeść nudny, on/ona pić woda.	jiao cou ji zhen-tuo, cou ju zhe.	synthetic
Ja negacja (nie) pić fantazja, iluzja.	ao daoo ju zan-shou.	synthetic
On/ona pić zmęczenie.	cou ju chua-cheng.	synthetic
My jeść tkacz	lano ji sa-liu mo	synthetic
Jeśli on/ona jeść mistrz (ogólne, szanujące), on/ona pić woda.	jiao cou ji cheng-chen, cou ju zhe.	synthetic
Ja wiedzieć rozpatrywać.	ao ga ye-fen.	synthetic
My partykuła posiadania/określenia rękawiczki.	lano zhai tang-lu.	synthetic
On/ona pić tamci.	cou ju hu-dou.	synthetic
On/ona mówić władca, monarcha	cou bi zhun-cui mo	synthetic
My negacja (nie) pić rano.	lano daoo ju jing.	synthetic
Ja słuchać papryka chili	ao fu caio-zhong mo	synthetic
Ja wiedzieć leżeć.	ao ga jun-liu.	synthetic
Ja partykuła posiadania/określenia przygotowywać.	ao zhai jio-diu.	synthetic
Jeśli ty jeść czerwony, ty pić woda.	jiao nio ji mao, nio ju zhe.	synthetic
On/ona wiedzieć zniszczyć całkowicie.	cou ga wai-bo.	synthetic
Jeśli on/ona jeść poinformować, powiedzieć, on/ona pić woda.	jiao cou ji ci-cang, cou ju zhe.	synthetic
On/ona partykuła posiadania/określenia trzeci.	cou zhai se-duan.	synthetic
My słuchać rozpatrywać	lano fu ye-fen mo	synthetic
My negacja (nie) mówić forma,.	lano daoo bi chu-a.	synthetic
Ty mówić proces.	nio bi dang-ban.	synthetic
Ty słuchać jeszcze	nio fu nen mo	synthetic
Ja wiedzieć srebrny	ao ga liu-ye mo	synthetic
Ty partykuła posiadania/określenia przerywać.	nio zhai shan-yun.	synthetic
Ja słuchać tchórzostwo	ao fu xu-bo mo	synthetic
Ty negacja (nie) słuchać gorący.	nio daoo fu weno-eng.	synthetic
My negacja (nie) wiedzieć bakłażan.	lano daoo ga zhan-ti.	synthetic
On/ona wiedzieć proszę pozwolić zapytać	cou ga gong-tan mo	synthetic
My słuchać kwiat granatu	lano fu xie-long mo	synthetic
Ty jeść lśniący, błyszczący	nio ji diu-zhai mo	synthetic
On/ona partykuła posiadania/określenia pośladki.	cou zhai xiaoo-ri.	synthetic
Jeśli my jeść pięćdziesiąt, my pić woda.	jiao lano ji gui-nin, lano ju zhe.	synthetic
My słuchać kruchy, delikatny	lano fu xin-pan mo	synthetic
On/ona jeść żółty ziemisty.	cou ji nou-gang.	synthetic
My mówić mikroskopijny.	lano bi li-gei-ka.	synthetic
Ja słuchać pociąg	ao fu yuan-lan mo	synthetic
My negacja (nie) jeść zimny.	lano daoo ji weno-fei.	synthetic
Ty pić sposób, metoda	nio ju chai-mie mo	synthetic
Ja mówić źrebię.	ao bi bian-kang.	synthetic
My pić mistrz (ogólne, szanujące).	lano ju cheng-chen.	synthetic
Ja partykuła posiadania/określenia rękawiczki.	ao zhai tang-lu.	synthetic
My mówić coś.	lano bi qie.	synthetic
Ty partykuła posiadania/określenia wznosić (budowlę).	nio zhai cheng-lu.	synthetic
Ja jeść jego Wysokość (cesarz)	ao ji fu-diu mo	synthetic
My partykuła posiadania/określenia zdenerwowany, spięty.	lano zhai nun-zhuo.	synthetic
Ty partykuła posiadania/określenia krosno.	nio zhai gei-cou.	synthetic
Jeśli ty jeść sala Buddy, ty pić woda.	jiao nio ji ma-chao, nio ju zhe.	synthetic
Ty partykuła posiadania/określenia nosorożec.	nio zhai ruo-nie.	synthetic
On/ona partykuła posiadania/określenia liryka (forma poetycka).	cou zhai ya-ju.	synthetic
Jeśli my jeść zasoby, my pić woda.	jiao lano ji beng-rou, lano ju zhe.	synthetic
Jeśli my jeść zacząć, my pić woda.	jiao lano ji te, lano ju zhe.	synthetic
On/ona mówić rano.	cou bi jing.	synthetic
Ja negacja (nie) wiedzieć ciemność.	ao daoo ga ting-gua.	synthetic
Ja partykuła posiadania/określenia koral.	ao zhai luan-bo.	synthetic
Ty mówić sala przodków	nio bi ce-cao mo	synthetic
My partykuła posiadania/określenia władca, monarcha.	lano zhai zhun-cui.	synthetic
Ty negacja (nie) mówić ciąć.	nio daoo bi pa.	synthetic
Ty wiedzieć trzęsienie ziemi.	nio ga zheno-nuan.	synthetic
On/ona negacja (nie) pić dziwny, osobliwy.	cou daoo ju zan-hu.	synthetic
Jeśli ty jeść ząb, ty pić woda.	jiao nio ji chun, nio ju zhe.	synthetic
On/ona jeść piechota.	cou ji bie-zhu.	synthetic
On/ona negacja (nie) słuchać przedmiot.	cou daoo fu qing-nu.	synthetic
On/ona pić dać	cou ju dio mo	synthetic
Ja negacja (nie) mówić torba, worek.	ao daoo bi cao-gou.	synthetic
Ja negacja (nie) pić trafić.	ao daoo ju huo-da.	synthetic
Ja partykuła posiadania/określenia pogardzać.	ao zhai hua-cu.	synthetic
My mówić tajfun	lano bi fengo-chou mo	synthetic
Ty słuchać dorsz żółty	nio fu dongo-huan mo	synthetic
Ty pić palec u ręki.	nio ju qia-fo.	synthetic
Ty partykuła posiadania/określenia potrząsać, kiwać.	nio zhai piao-ju.	synthetic
My słuchać makrel	lano fu ran-tie mo	synthetic
Jeśli ja jeść poinformować, powiedzieć, ja pić woda.	jiao ao ji ci-cang, ao ju zhe.	synthetic
Jeśli on/ona jeść grad, on/ona pić woda.	jiao cou ji nin-lin, cou ju zhe.	synthetic
My mówić wznosić (budowlę)	lano bi cheng-lu mo	synthetic
My wiedzieć fantazja, iluzja	lano ga zan-shou mo	synthetic
Ty negacja (nie) słuchać złoto.	nio daoo fu huaio.	synthetic
My negacja (nie) mówić pogardzać.	lano daoo bi hua-cu.	synthetic
Ja partykuła posiadania/określenia leniwy.	ao zhai nen-lian.	synthetic
My mówić pigułka.	lano bi fu-suan.	synthetic
On/ona negacja (nie) jeść srebrny.	cou daoo ji liu-ye.	synthetic
Jeśli ty jeść lodowaty, mroźny, ty pić woda.	jiao nio ji zeng-luan, nio ju zhe.	synthetic
My słuchać starożytne Królestwo.	lano fu zan-wa.	synthetic
My mówić zewnętrzna	lano bi tuo-bo mo	synthetic
Ty negacja (nie) pić wszystko.	nio daoo ju wano.	synthetic
Ja negacja (nie) słuchać wino.	ao daoo fu geng.	synthetic
My mówić żołnierz	lano bi fou-bing mo	synthetic
On/ona słuchać bezpieczeństwo.	cou fu diao-eng.	synthetic
On/ona wiedzieć kadzielnica	cou ga yang-cang mo	synthetic
My negacja (nie) wiedzieć rękawiczki.	lano daoo ga tang-lu.	synthetic
Ty partykuła posiadania/określenia uniwersytet.	nio zhai xiong-ning.	synthetic
Jeśli ty jeść kochać, ty pić woda.	jiao nio ji quo, nio ju zhe.	synthetic
My mówić zdolność.	lano bi ti-de.	synthetic
Ja pić sroka.	ao ju queo-zha.	synthetic
Jeśli ja jeść trujący grzyb, ja pić woda.	jiao ao ji nei-sui, ao ju zhe.	synthetic
On/ona jeść ostryga	cou ji luo-shuo mo	synthetic
Ty negacja (nie) wiedzieć młot.	nio daoo ga liao-ang.	synthetic
On/ona wiedzieć kciuk	cou ga shai-lou mo	synthetic
Ja negacja (nie) mówić tchórzostwo.	ao daoo bi xu-bo.	synthetic
My negacja (nie) pić odmrożenie.	lano daoo ju lu-qing.	synthetic
Ty negacja (nie) pić pijać (formalnie).	nio daoo ju chong-mi.	synthetic
On/ona partykuła posiadania/określenia praca domowa, zadanie.	cou zhai cang-jiu.	synthetic
Ty partykuła posiadania/określenia kontynuować.	nio zhai bie-seng.	synthetic
On/ona mówić dudnienie	cou bi zhuang-gua mo	synthetic
On/ona negacja (nie) mówić delfin.	cou daoo bi haio-qiu.	synthetic
Ty negacja (nie) pić ostryga.	nio daoo ju luo-shuo.	synthetic
Ja słuchać zobaczyć.	ao fu bie-pian.	synthetic
On/ona negacja (nie) mówić plutonowy.	cou daoo bi o-an.	synthetic
Ty mówić żółty ziemisty.	nio bi nou-gang.	synthetic
Jeśli on/ona jeść szczęście, on/ona pić woda.	jiao cou ji huano, cou ju zhe.	synthetic
Jeśli my jeść żółty, my pić woda.	jiao lano ji nou, lano ju zhe.	synthetic
My pić dorsz żółty.	lano ju dongo-huan.	synthetic
On/ona wiedzieć daktyl chiński.	cou ga zu-ji.	synthetic
Jeśli ty jeść ukośna w lewo, ty pić woda.	jiao nio ji nin-ding, nio ju zhe.	synthetic
On/ona partykuła posiadania/określenia lodowaty, mroźny.	cou zhai zeng-luan.	synthetic
On/ona jeść głęboki	cou ji cui-ca mo	synthetic
My słuchać ubolewać	lano fu nai-zi mo	synthetic
My negacja (nie) mówić szeroki.	lano daoo bi bei-hui.	synthetic
Jeśli ty jeść pokolenie (starsze/młodsze), ty pić woda.	jiao nio ji jue-keng, nio ju zhe.	synthetic
Ty pić taczka	nio ju xu-gan-dei mo	synthetic
My jeść pismo urzędowe	lano ji muo-niu mo	synthetic
Jeśli my jeść potrząsać, kiwać, my pić woda.	jiao lano ji piao-ju, lano ju zhe.	synthetic
Ty negacja (nie) jeść ubolewać.	nio daoo ji nai-zi.	synthetic
Ty negacja (nie) jeść wieszać, zawieszać.	nio daoo ji hun-long.	synthetic
Ja negacja (nie) słuchać zobaczyć.	ao daoo fu bie-pian.	synthetic
On/ona negacja (nie) jeść widelec.	cou daoo ji chui-nong.	synthetic
Ty jeść klient	nio ji nu-lin mo	synthetic
Ty negacja (nie) jeść proszę wejść.	nio daoo ji hua-kuo.	synthetic
Jeśli ja jeść garnitur, ja pić woda.	jiao ao ji bie-wa, ao ju zhe.	synthetic
Ja wiedzieć 3	ao ga cen mo	synthetic
On/ona pić proces.	cou ju dang-ban.	synthetic
My jeść rozmiar.	lano ji ce-dian.	synthetic
My słuchać starożytna	lano fu hun-bang mo	synthetic
Ty partykuła posiadania/określenia rozpacz.	nio zhai beio-dei.	synthetic
Ty partykuła posiadania/określenia starożytna.	nio zhai hun-bang.	synthetic
On/ona partykuła posiadania/określenia osmanthus.	cou zhai xue-yi.	synthetic
Ty partykuła posiadania/określenia sprzeczność.	nio zhai lei-bo.	synthetic
Ty partykuła posiadania/określenia myć twarz.	nio zhai cha-huai.	synthetic
My słuchać leżeć na plecach.	lano fu xing-wan.	synthetic
Ja negacja (nie) słuchać niebo.	ao daoo fu tiano.	synthetic
Jeśli ty jeść terapia, ty pić woda.	jiao nio ji yang-zhai, nio ju zhe.	synthetic
Ja partykuła posiadania/określenia tradycyjna medycyna chińska.	ao zhai xun-cui.	synthetic
Ty negacja (nie) słuchać zakazywać.	nio daoo fu ru-lian.	synthetic
